theta,empirical_real,empirical_imag,se_real,se_imag,theoretical_real,theoretical_imag
-1.675000000000000100e-01,1.544449570648915747e-03,1.793201003057096803e-03,5.590745511101697686e-03,5.501247298946699768e-03,-1.387778780781445676e-17,0.000000000000000000e+00
-1.650000000000000078e-01,1.482703184400034667e-03,1.751527578110355495e-03,5.589907513701333069e-03,5.501816315730756295e-03,0.000000000000000000e+00,0.000000000000000000e+00
-1.625000000000000056e-01,1.420759485437168498e-03,1.710055612123448322e-03,5.589064434851949079e-03,5.502392016400640441e-03,-2.775557561562891351e-17,0.000000000000000000e+00
-1.600000000000000033e-01,1.358629388025486395e-03,1.668787764971766405e-03,5.588216631142138568e-03,5.502974068054346767e-03,2.775557561562891351e-17,0.000000000000000000e+00
-1.575000000000000011e-01,1.296323814911469951e-03,1.627726624049310187e-03,5.587364460830193495e-03,5.503562136450562692e-03,-5.551115123125782702e-17,0.000000000000000000e+00
-1.550000000000000266e-01,1.233853694384750470e-03,1.586874703363675082e-03,5.586508283487312196e-03,5.504155886374055909e-03,-4.163336342344337027e-17,0.000000000000000000e+00
-1.525000000000000244e-01,1.171229957363002002e-03,1.546234442668213130e-03,5.585648459640488346e-03,5.504754982000367898e-03,1.387778780781445676e-17,0.000000000000000000e+00
-1.500000000000000222e-01,1.108463534501402843e-03,1.505808206631897113e-03,5.584785350415573391e-03,5.505359087259206405e-03,-4.163336342344337027e-17,0.000000000000000000e+00
-1.475000000000000200e-01,1.045565353328017054e-03,1.465598284047098373e-03,5.583919317181123936e-03,5.505967866195976557e-03,4.163336342344337027e-17,0.000000000000000000e+00
-1.450000000000000178e-01,9.825463354065206399e-04,1.425606887075734968e-03,5.583050721193551919e-03,5.506580983330897246e-03,4.163336342344337027e-17,0.000000000000000000e+00
-1.425000000000000155e-01,9.194173935275679098e-04,1.385836150534065347e-03,5.582179923244144810e-03,5.507198104015098225e-03,-5.551115123125782702e-17,0.000000000000000000e+00
-1.400000000000000133e-01,8.561894289301424195e-04,1.346288131216479694e-03,5.581307283308500553e-03,5.507818894783169696e-03,1.387778780781445676e-17,0.000000000000000000e+00
-1.375000000000000111e-01,7.928733285542222771e-04,1.306964807258509690e-03,5.580433160198947952e-03,5.508443023701602333e-03,-1.387778780781445676e-17,0.000000000000000000e+00
-1.350000000000000089e-01,7.294799623259322656e-04,1.267868077539476479e-03,5.579557911220453005e-03,5.509070160712558305e-03,-1.387778780781445676e-17,0.000000000000000000e+00
-1.325000000000000067e-01,6.660201804765307704e-04,1.228999761124841472e-03,5.578681891830618300e-03,5.509699977972462408e-03,-4.163336342344337027e-17,0.000000000000000000e+00
-1.300000000000000044e-01,6.025048108963233047e-04,1.190361596748694970e-03,5.577805455304235202e-03,5.510332150184859938e-03,-1.387778780781445676e-17,0.000000000000000000e+00
-1.275000000000000022e-01,5.389446565247553184e-04,1.151955242336447647e-03,5.576928952402981227e-03,5.510966354927030429e-03,2.775557561562891351e-17,0.000000000000000000e+00
-1.250000000000000000e-01,4.753504927778010752e-04,1.113782274568050597e-03,5.576052731050737919e-03,5.511602272969864588e-03,1.387778780781445676e-17,0.000000000000000000e+00
-1.225000000000000117e-01,4.117330650137141488e-04,1.075844188481824395e-03,5.575177136015081747e-03,5.512239588590490957e-03,0.000000000000000000e+00,0.000000000000000000e+00
-1.200000000000000094e-01,3.481030860382745384e-04,1.038142397119141752e-03,5.574302508595406838e-03,5.512877989877172646e-03,-1.387778780781445676e-17,0.000000000000000000e+00
-1.175000000000000072e-01,2.844712336505359927e-04,1.000678231210098230e-03,5.573429186318212998e-03,5.513517169026036120e-03,1.387778780781445676e-17,0.000000000000000000e+00
-1.150000000000000050e-01,2.208481482300584330e-04,9.634529389002427675e-04,5.572557502640008292e-03,5.514156822629120297e-03,-4.163336342344337027e-17,0.000000000000000000e+00
-1.125000000000000028e-01,1.572444303666735465e-04,9.264676855185619920e-04,5.571687786658317994e-03,5.514796651953369523e-03,-2.775557561562891351e-17,0.000000000000000000e+00
-1.100000000000000144e-01,9.367063853357820134e-05,8.897235533867480254e-04,5.570820362831238777e-03,5.515436363210112457e-03,4.163336342344337027e-17,0.000000000000000000e+00
-1.075000000000000122e-01,3.013728680480269866e-05,8.532215416698573328e-04,5.569955550705990924e-03,5.516075667814620935e-03,0.000000000000000000e+00,0.000000000000000000e+00
-1.050000000000000100e-01,-3.334515738217760277e-05,8.169625662683962846e-04,5.569093664656878800e-03,5.516714282635382799e-03,5.551115123125782702e-17,0.000000000000000000e+00
-1.025000000000000078e-01,-9.676627541786970521e-05,7.809474597518800557e-04,5.568235013633106301e-03,5.517351930232699229e-03,2.775557561562891351e-17,0.000000000000000000e+00
-1.000000000000000056e-01,-1.601156996653827673e-04,7.451769713338734233e-04,5.567379900916782053e-03,5.517988339086260519e-03,0.000000000000000000e+00,0.000000000000000000e+00
-9.750000000000000333e-02,-2.233831155575714453e-04,7.096517668885098887e-04,5.566528623891553278e-03,5.518623243811370677e-03,-1.387778780781445676e-17,0.000000000000000000e+00
-9.500000000000001499e-02,-2.865582636459322510e-04,6.743724290084870607e-04,5.565681473822181417e-03,5.519256385363512096e-03,0.000000000000000000e+00,0.000000000000000000e+00
-9.250000000000001277e-02,-3.496309416006170012e-04,6.393394571044730326e-04,5.564838735645421218e-03,5.519887511230947563e-03,0.000000000000000000e+00,0.000000000000000000e+00
-9.000000000000001055e-02,-4.125910061609424371e-04,6.045532675458695432e-04,5.564000687772512055e-03,5.520516375615098538e-03,0.000000000000000000e+00,0.000000000000000000e+00
-8.750000000000000833e-02,-4.754283750357750208e-04,5.700141938428771688e-04,5.563167601903594613e-03,5.521142739598451643e-03,-1.387778780781445676e-17,0.000000000000000000e+00
-8.500000000000000611e-02,-5.381330287532812154e-04,5.357224868697365618e-04,5.562339742854305324e-03,5.521766371299754832e-03,-1.387778780781445676e-17,0.000000000000000000e+00
