theta,empirical_real,empirical_imag,se_real,se_imag,theoretical_real,theoretical_imag
1.475000000000000200e-01,-1.328999429881213591e-02,5.761759803030005317e-03,4.977538831098179094e-03,5.068924401004774351e-03,-1.044652596093981201e-02,0.000000000000000000e+00
1.500000000000000222e-01,-1.331489977974125750e-02,5.768202508701955611e-03,4.979073995033747764e-03,5.072174254273483819e-03,-1.043365475451474289e-02,0.000000000000000000e+00
1.524999999999999689e-01,-1.333324766023882314e-02,5.774670691329364391e-03,4.980646572892663895e-03,5.075461624967037184e-03,-1.041493312108010549e-02,0.000000000000000000e+00
1.549999999999999711e-01,-1.334506541390702294e-02,5.781173368841729422e-03,4.982256928660102821e-03,5.078785266217921562e-03,-1.039039466360777708e-02,0.000000000000000000e+00
1.574999999999999734e-01,-1.335038133689482251e-02,5.787719335560985445e-03,4.983905421266445618e-03,5.082143922480570133e-03,-1.036007343622000199e-02,0.000000000000000000e+00
1.599999999999999756e-01,-1.334922453676393866e-02,5.794317156467184912e-03,4.985592403763768575e-03,5.085536330689015977e-03,-1.032400392892057761e-02,0.000000000000000000e+00
1.624999999999999778e-01,-1.334162492106848522e-02,5.800975161720762531e-03,4.987318222494921058e-03,5.088961221421866438e-03,-1.028222105238796313e-02,0.000000000000000000e+00
1.649999999999999800e-01,-1.332761318564990374e-02,5.807701441445148847e-03,4.989083216256597758e-03,5.092417320072961315e-03,-1.023476012283855430e-02,0.000000000000000000e+00
1.674999999999999822e-01,-1.330722080264929580e-02,5.814503840773282105e-03,4.990887715457876378e-03,5.095903348026079895e-03,-1.018165684696265005e-02,0.000000000000000000e+00
1.699999999999999845e-01,-1.328048000823956257e-02,5.821389955160974350e-03,4.992732041275659699e-03,5.099418023832042769e-03,-1.012294730694401901e-02,0.000000000000000000e+00
1.724999999999999867e-01,-1.324742379008028020e-02,5.828367125969833619e-03,4.994616504808505227e-03,5.102960064386615965e-03,-1.005866794556564692e-02,0.000000000000000000e+00
1.749999999999999889e-01,-1.320808587449852876e-02,5.835442436322019026e-03,4.996541406230316923e-03,5.106528186107564191e-03,-9.988855551409631106e-03,0.000000000000000000e+00
